Rank,Title,OA,Country,SJR-index,CiteScore,H-index,Best Quartile,Best Categories,Best Subject Area,Best Subject Rank,Total Docs.,Total Docs. 3y,Total Refs.,Total Cites 3y,Citable Docs. 3y,Cites/Doc. 2y,Refs./Doc.,Publisher,Core Collection,Coverage,Active,In-Press,ISO Language Code,ASJC Codes,Life Sciences,Social Sciences,Physical Sciences,Health Sciences,1000 General,1100 Agricultural and Biological Sciences,1200 Arts and Humanities,"1300 Biochemistry, Genetics and Molecular Biology","1400 Business, Management and Accounting",1500 Chemical Engineering,1600 Chemistry,1700 Computer Science,1800 Decision Sciences,1900 Earth and Planetary Sciences,"2000 Economics, Econometrics and Finance",2100 Energy,2200 Engineering,2300 Environmental Science,2400 Immunology and Microbiology,2500 Materials Science,2600 Mathematics,2700 Medicine,2800 Neuroscience,2900 Nursing,"3000 Pharmacology, Toxicology and Pharmaceutics",3100 Physics and Astronomy,3200 Psychology,3300 Social Sciences,3400 Veterinary,3500 Dentistry,3600 Health Professions
9755,Helgoland Marine Research,True,Germany,0.458,4.5,58,Q2,['Oceanography'],Earth and Planetary Sciences,508,0,33,0,66,33,2.0,0.0,,,1996,True,True,ENG,"['1104', ' 1910']",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9756,Advances in Materials Science and Engineering,True,United States,0.458,3.3,59,Q2,['Materials Science (miscellaneous)'],Materials Science,531,933,1696,34502,4668,1679,2.56,36.98,,,2008,True,False,ENG,"['2200', ' 2500']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9757,Counselor Education and Supervision,False,United States,0.458,2.3,45,Q2,['Education'],Social Sciences,1939,31,62,1343,117,61,1.83,43.32,Wiley,Emerging Sources Citation Index,1961,True,False,ENG,"['3203', ' 3204', ' 3304']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9758,Revista Complutense de Educacion,True,Spain,0.458,2.8,20,Q2,['Education'],Social Sciences,1941,69,172,3183,305,168,1.72,46.13,Univ Complutense Madrid,Emerging Sources Citation Index,2009,True,False,ENG,['3304'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9759,Anaesthesiology Intensive Therapy,True,Poland,0.458,3.0,31,Q2,"['Anesthesiology and Pain Medicine', 'Critical Care and Intensive Care Medicine']",Medicine,3376,68,222,1979,337,155,1.32,29.1,Termedia Publishing House Ltd,Emerging Sources Citation Index,2012,True,False,ENG,"['2703', ' 2706']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9760,Archives de Pediatrie,False,France,0.458,2.4,39,Q2,"['Pediatrics, Perinatology and Child Health']",Medicine,3377,119,360,3523,613,327,1.7,29.61,Elsevier France-Editions Scientifiques Medicales Elsevier,Science Citation Index Expanded,1994,True,True,FRE,['2735'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9761,Developmental Neurorehabilitation,False,United Kingdom,0.458,3.2,59,Q2,"['Pediatrics, Perinatology and Child Health', 'Rehabilitation']",Medicine,3378,59,198,3041,410,196,1.86,51.54,Taylor & Francis Inc,Science Citation Index Expanded,1997,True,True,ENG,"['2806', ' 2742', ' 2700', ' 2735']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9762,Journal of Biomaterials Applications,False,United Kingdom,0.458,4.8,63,Q3,['Biomaterials'],Materials Science,534,163,362,7931,1165,362,3.05,48.66,Sage Publications Ltd,Science Citation Index Expanded,1986,True,False,ENG,"['2204', ' 2502']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9763,Regenerative Engineering and Translational Medicine,False,Switzerland,0.458,4.5,21,Q3,['Biomaterials'],Materials Science,535,72,119,5302,340,118,2.88,73.64,Springer Heidelberg,Emerging Sources Citation Index,2015,True,True,ENG,"['1307', ' 2204', ' 2502', ' 2701']",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9764,"International Journal of Computers, Communications and Control",True,Romania,0.458,5.5,39,Q3,"['Computational Theory and Mathematics', 'Computer Networks and Communications', 'Computer Science Applications']",Computer Science,786,60,178,2093,511,178,3.12,34.88,,,2007,True,False,ENG,"['1703', ' 1705', ' 1706']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9765,European Journal on Criminal Policy and Research,False,Netherlands,0.457,3.8,37,Q1,['Law'],Social Sciences,1942,52,93,3101,215,85,2.0,59.63,Springer,Social Sciences Citation Index,1993,True,True,ENG,['3308'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9766,Island Studies Journal,True,Denmark,0.457,3.4,27,Q1,['Political Science and International Relations'],Social Sciences,1944,27,96,1546,170,94,1.67,57.26,Island Studies Journal,Social Sciences Citation Index,2010,True,False,ENG,"['3320', ' 3312', ' 3305']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9767,Advances in Polymer Technology,True,United States,0.457,4.8,52,Q2,['Chemical Engineering (miscellaneous)'],Chemical Engineering,278,78,223,3091,729,221,3.25,39.63,Wiley-Hindawi,Science Citation Index Expanded,1981,True,True,ENG,"['2507', ' 1605', ' 1500']",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9768,Atomic Spectroscopy,True,United States,0.457,4.2,32,Q2,['Spectroscopy'],Chemistry,394,53,119,2466,328,117,3.29,46.53,Atomic Spectroscopy Press Ltd,Science Citation Index Expanded,1980,True,False,ENG,['1607'],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9769,Asian Journal of Technology Innovation,False,United Kingdom,0.457,3.1,21,Q2,['Economics and Econometrics'],"Economics, Econometrics and Finance",466,59,67,4017,198,67,2.94,68.08,Routledge Journals,Social Sciences Citation Index,2010,True,True,ENG,"['1405', ' 2002']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9770,Journal of Financial Services Marketing,False,United Kingdom,0.457,3.9,25,Q2,['Finance'],"Economics, Econometrics and Finance",467,81,41,6510,197,40,5.12,80.37,Palgrave Macmillan Ltd,Emerging Sources Citation Index,2004,True,True,ENG,"['1406', ' 2003']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9771,Micron,False,United Kingdom,0.457,4.3,93,Q2,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,500,103,344,5155,829,341,2.53,50.05,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded,1971,True,True,ENG,"['1307', ' 1315', ' 3100', ' 2500']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9772,Complex Variables and Elliptic Equations,False,United Kingdom,0.457,1.8,33,Q2,"['Analysis', 'Applied Mathematics']",Mathematics,733,281,391,7293,374,388,1.04,25.95,Taylor & Francis Ltd,Science Citation Index Expanded,2007,True,True,ENG,"['2604', ' 2605', ' 2612', ' 2603']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9773,International Journal of Sociology of Education,True,Spain,0.457,3.3,7,Q2,"['Education', 'Social Sciences (miscellaneous)']",Social Sciences,1943,12,39,490,83,39,2.57,40.83,Hipatia Press,Emerging Sources Citation Index,2018,True,False,ENG,"['3301', ' 3304']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9774,Journal of Drug Issues,False,United States,0.457,2.5,57,Q2,['Health (social science)'],Social Sciences,1945,60,126,3449,219,126,1.9,57.48,Sage Publications Inc,Social Sciences Citation Index,1971,True,False,ENG,"['2738', ' 2739', ' 3306', ' 2701']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9775,Journal of Early Childhood Research,False,United Kingdom,0.457,2.1,34,Q2,"['Education', 'Health (social science)']",Social Sciences,1946,46,94,2204,179,93,1.82,47.91,Sage Publications Inc,Emerging Sources Citation Index,2003,True,False,ENG,"['3204', ' 3304', ' 3306']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9776,Network Science,False,United Kingdom,0.457,2.6,21,Q2,"['Communication', 'Sociology and Political Science']",Social Sciences,1947,23,93,861,155,90,1.59,37.43,Cambridge Univ Press,Emerging Sources Citation Index,2013,True,False,ENG,"['3312', ' 3315', ' 3207']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9777,Emergency Radiology,False,United States,0.457,3.7,49,Q2,"['Emergency Medicine', 'Radiology, Nuclear Medicine and Imaging']",Medicine,3381,118,335,3210,781,328,2.51,27.2,Springer Heidelberg,Emerging Sources Citation Index,1994,True,True,ENG,"['2741', ' 2711']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9778,Journal of Pediatric Orthopaedics Part B,False,United States,0.457,2.4,56,Q2,"['Pediatrics, Perinatology and Child Health']",Medicine,3383,140,302,3519,415,282,1.16,25.14,,,1989,True,True,ENG,"['2732', ' 2735']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9779,Paediatrics and International Child Health,False,United Kingdom,0.457,3.7,53,Q2,"['Pediatrics, Perinatology and Child Health']",Medicine,3385,20,151,451,247,128,1.64,22.55,Taylor & Francis Ltd,Science Citation Index Expanded,2012,True,True,ENG,['2735'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9780,Multisensory Research,False,Netherlands,0.457,4.4,55,Q3,['Cognitive Neuroscience'],Neuroscience,385,20,122,1299,208,119,1.41,64.95,Brill,Science Citation Index Expanded | Social Sciences Citation Index,2013,True,False,ENG,"['2805', ' 1707', ' 2809', ' 2731', ' 3205']",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9781,Psychology and Developing Societies,False,India,0.457,1.6,21,Q3,['Social Psychology'],Psychology,648,12,39,575,46,38,1.04,47.92,Sage Publications Inc,Emerging Sources Citation Index,1989,True,False,ENG,['3207'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9782,Review of Faith and International Affairs,False,United Kingdom,0.456,2.1,16,Q1,['Religious Studies'],Arts and Humanities,408,38,133,1380,115,108,0.69,36.32,,,2009,True,False,ENG,"['3312', ' 1212']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9783,Revista Electronica Complutense de Investigacion en Educacion Musical,True,Spain,0.456,1.6,9,Q1,['Music'],Arts and Humanities,409,15,34,695,44,31,1.04,46.33,,,2004,True,False,SPA,"['1210', ' 3304']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9784,CYTA - Journal of Food,True,United Kingdom,0.456,4.7,40,Q2,['Chemical Engineering (miscellaneous)'],Chemical Engineering,279,43,291,2069,801,291,2.49,48.12,,,2009,True,True,ENG,"['2209', ' 1500', ' 1600', ' 1106']",1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9785,Acta Pharmaceutica,True,Croatia,0.456,5.9,64,Q2,['Pharmaceutical Science'],"Pharmacology, Toxicology and Pharmaceutics",344,40,129,1819,418,129,3.12,45.48,Sciendo,Science Citation Index Expanded,1992,True,False,ENG,"['3003', ' 3004', ' 2700']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9786,Value in Health Regional Issues,False,United States,0.456,2.5,23,Q2,"['Pharmacology, Toxicology and Pharmaceutics (miscellaneous)']","Pharmacology, Toxicology and Pharmaceutics",346,106,240,3691,396,230,1.6,34.82,Elsevier,Emerging Sources Citation Index,2012,True,True,ENG,"['2719', ' 3001', ' 2001']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9787,Powder Metallurgy,False,United Kingdom,0.456,3.5,50,Q2,['Condensed Matter Physics'],Physics and Astronomy,501,52,121,1626,247,120,1.49,31.27,Taylor & Francis Ltd,Science Citation Index Expanded,1958,True,True,ENG,"['2505', ' 2506', ' 2211', ' 3104', ' 2503']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9788,Physics and Chemistry of Minerals,False,Germany,0.456,3.2,78,Q2,['Materials Science (miscellaneous)'],Materials Science,538,47,176,2516,241,176,1.36,53.53,Springer,Science Citation Index Expanded,1977,True,True,ENG,"['1906', ' 2500']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9789,Journal of Vector Ecology,False,United States,0.456,2.8,56,Q2,['Ecology'],Environmental Science,672,31,106,927,158,104,1.23,29.9,Soc Vector Ecology,Science Citation Index Expanded,1996,True,False,ENG,"['2303', ' 1105']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9790,Statistical Analysis and Data Mining,False,United States,0.456,2.2,35,Q2,['Analysis'],Mathematics,735,52,125,2017,183,124,1.49,38.79,Wiley,Science Citation Index Expanded,2008,True,True,ENG,"['1706', ' 1710', ' 2603']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9791,Crop and Pasture Science,False,Australia,0.456,4.0,97,Q2,"['Agronomy and Crop Science', 'Plant Science']",Agricultural and Biological Sciences,838,157,296,10287,624,295,1.78,65.52,,,2009,True,False,ENG,"['1110', ' 1102']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,Journal of Technology in Human Services,False,United States,0.456,2.9,32,Q2,"['Health (social science)', 'Social Sciences (miscellaneous)']",Social Sciences,1948,21,61,1141,127,59,2.03,54.33,Routledge Journals,Emerging Sources Citation Index,1996,True,True,ENG,"['1705', ' 3300', ' 3301', ' 3306']",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9793,Journal of the Philosophy of Sport,False,United Kingdom,0.456,1.5,32,Q2,"['Health (social science)', 'Social Sciences (miscellaneous)']",Social Sciences,1949,24,89,703,101,88,0.89,29.29,Routledge Journals,Social Sciences Citation Index,1974,True,True,ENG,"['3301', ' 3306']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9794,Asia-Pacific Journal of Oncology Nursing,True,Netherlands,0.456,3.0,17,Q3,['Oncology (nursing)'],Nursing,245,115,229,4343,465,207,1.56,37.77,Elsevier Science Inc,Science Citation Index Expanded | Social Sciences Citation Index,2018,True,False,ENG,"['2917', ' 2730']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9795,Clinical and Experimental Vaccine Research,True,South Korea,0.456,3.3,16,Q3,['Pharmacology'],"Pharmacology, Toxicology and Pharmaceutics",345,39,82,1041,208,79,2.72,26.69,Korean Vaccine Soc,Emerging Sources Citation Index,2017,True,False,ENG,"['2725', ' 2739', ' 3004', ' 2723']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9796,Concurrency Computation Practice and Experience,False,United Kingdom,0.456,4.2,75,Q3,['Theoretical Computer Science'],Mathematics,734,1004,1615,41166,3862,1549,2.57,41.0,,,2001,True,True,ENG,"['1703', ' 1705', ' 1706', ' 2614', ' 1712']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9797,European Annals of Allergy and Clinical Immunology,False,Italy,0.456,3.5,35,Q3,['Immunology and Allergy'],Medicine,3389,38,123,1215,189,93,1.58,31.97,Edra Spa,Emerging Sources Citation Index,2003,True,False,FRE,['2723'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9798,International Journal of Nephrology,True,United States,0.456,2.5,35,Q3,['Nephrology'],Medicine,3390,43,105,1728,221,105,1.89,40.19,Hindawi Ltd,Emerging Sources Citation Index,2012,True,False,ENG,['2727'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9799,Journal of the American Pharmacists Association : JAPhA,False,United States,0.455,2.7,69,Q1,['Pharmacology (nursing)'],Nursing,246,287,741,8443,1229,606,1.72,29.42,,,2003,True,False,ENG,"['3004', ' 3611', ' 2920']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
9800,Oceania,False,United States,0.455,2.2,27,Q1,['History and Philosophy of Science'],Arts and Humanities,410,15,76,844,81,73,0.91,56.27,Wiley,Social Sciences Citation Index,1930,True,True,ENG,"['1207', ' 3314']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9801,Phytopathologia Mediterranea,True,Italy,0.455,3.5,53,Q1,['Horticulture'],Agricultural and Biological Sciences,842,32,147,1659,338,145,2.37,51.84,Mediterranean Phytopathological Union,Science Citation Index Expanded,2000,True,False,ENG,"['1108', ' 1110', ' 1102']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,Technology and Economics of Smart Grids and Sustainable Energy,False,Singapore,0.455,3.9,16,Q2,['Energy (miscellaneous)'],Energy,195,33,67,1358,177,67,2.67,41.15,,,2016,True,True,ENG,"['2208', ' 2002', ' 2101', ' 2105']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,Tobacco Prevention and Cessation,True,Greece,0.455,2.0,14,Q2,['Health Professions (miscellaneous)'],Health Professions,254,42,173,1152,252,163,1.42,27.43,,,2015,True,False,ENG,"['2739', ' 3601', ' 3306', ' 2713']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9804,Journal of Financial Counseling and Planning,True,United States,0.455,3.7,49,Q2,"['Economics and Econometrics', 'Finance']","Economics, Econometrics and Finance",469,31,88,1473,241,86,2.08,47.52,Springer Publishing Co,Emerging Sources Citation Index,1990,True,False,ENG,"['2002', ' 2003']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9805,Composite Interfaces,False,United Kingdom,0.455,5.0,50,Q2,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,502,88,201,4513,589,200,2.9,51.28,Taylor & Francis Ltd,Science Citation Index Expanded,1993,True,True,ENG,"['2508', ' 3100', ' 2503']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9806,Journal of Geometry and Physics,False,Netherlands,0.455,2.5,58,Q2,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,503,200,631,5823,880,626,1.57,29.12,Elsevier,Science Citation Index Expanded,1984,True,True,ENG,"['2608', ' 3100', ' 2610']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9807,AIMS Mathematics,True,United States,0.455,3.0,31,Q2,['Mathematics (miscellaneous)'],Mathematics,736,1123,1414,36776,3189,1409,2.29,32.75,Amer Inst Mathematical Sciences-Aims,Science Citation Index Expanded,2016,True,False,ENG,['2600'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9808,African Journal of Aquatic Science,False,United Kingdom,0.455,3.2,34,Q2,"['Aquatic Science', 'Ecology, Evolution, Behavior and Systematics']",Agricultural and Biological Sciences,841,48,143,2921,256,123,1.78,60.85,Taylor & Francis Ltd,Science Citation Index Expanded,2000,True,True,ENG,"['1104', ' 1105']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,Educational Studies - AESA,False,United Kingdom,0.455,2.1,11,Q2,"['Education', 'Sociology and Political Science']",Social Sciences,1952,29,124,1580,159,117,1.04,54.48,,,2018,True,True,ENG,"['3312', ' 3304']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9810,International Journal on Digital Libraries,False,Germany,0.455,4.4,35,Q2,['Library and Information Sciences'],Social Sciences,1954,30,79,1406,172,72,1.96,46.87,Springer,Emerging Sources Citation Index,1997,True,True,ENG,['3309'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9811,Journal for the Education of the Gifted,False,United States,0.455,2.4,41,Q2,['Education'],Social Sciences,1955,17,52,1057,87,47,1.64,62.18,Sage Publications Inc,Emerging Sources Citation Index,1987,True,False,ENG,['3304'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9812,Annals of Coloproctology,True,South Korea,0.455,2.9,26,Q2,['Surgery'],Medicine,3392,82,211,2393,382,179,1.76,29.18,Korean Soc Coloproctology,Emerging Sources Citation Index,2013,True,False,KOR,"['2715', ' 2746']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9813,Developmental Neuropsychology,False,United Kingdom,0.455,2.9,104,Q3,"['Developmental and Educational Psychology', 'Neuropsychology and Physiological Psychology']",Psychology,649,25,112,1774,203,112,1.43,70.96,Routledge Journals,Science Citation Index Expanded | Social Sciences Citation Index,1985,True,True,ENG,"['3204', ' 3206']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9814,Electronic Journal of Information Systems in Developing Countries,True,China,0.455,4.2,25,Q3,['Information Systems'],Computer Science,791,47,116,3616,290,110,2.11,76.94,Wiley,Emerging Sources Citation Index,2012,True,False,ENG,['1710'],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,Phlebology,False,United Kingdom,0.455,3.0,55,Q3,"['Cardiology and Cardiovascular Medicine', 'Medicine (miscellaneous)']",Medicine,3393,102,294,2726,462,253,1.57,26.73,Sage Publications Inc,Science Citation Index Expanded,1986,True,False,ENG,"['2705', ' 2700']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9816,Therapeutic Advances in Gastrointestinal Endoscopy,True,United Kingdom,0.455,3.2,15,Q3,['Gastroenterology'],Medicine,3394,12,50,552,107,49,2.43,46.0,Sage Publications Ltd,Emerging Sources Citation Index,2019,True,False,ENG,['2715'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9817,Turkish Journal of Medical Sciences,False,Turkey,0.455,3.8,35,Q3,['Medicine (miscellaneous)'],Medicine,3396,242,940,7125,2045,913,2.3,29.44,Scientific And Technological Research Council Turkey,Science Citation Index Expanded,1994,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9818,Journal of Manipulative and Physiological Therapeutics,False,United States,0.454,2.5,78,Q1,['Chiropractics'],Health Professions,255,53,268,2413,410,245,1.29,45.53,Mosby-Elsevier,Science Citation Index Expanded,1982,True,True,ENG,['3602'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9819,Anthropology in Action,True,United States,0.454,1.9,10,Q1,['Anthropology'],Social Sciences,1958,16,78,690,129,77,1.67,43.13,,,2011,True,False,ENG,['3314'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9820,Climate Law,False,Netherlands,0.454,2.7,22,Q1,['Law'],Social Sciences,1959,4,40,168,44,39,0.5,42.0,Brill,Emerging Sources Citation Index,2010,True,False,ENG,"['2300', ' 2105']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9821,Journal of Veterinary Medical Education,False,Canada,0.454,1.7,40,Q2,['Veterinary (miscellaneous)'],Veterinary,78,102,250,1861,258,236,0.95,18.25,Univ Toronto Press Inc,Science Citation Index Expanded,1996,True,False,ENG,"['3400', ' 3304', ' 2700']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
9822,Journal of Visualized Experiments,False,United States,0.454,2.3,118,Q2,['Chemical Engineering (miscellaneous)'],Chemical Engineering,281,1120,3571,33250,4886,3567,1.23,29.69,,,2006,True,False,ENG,"['2400', ' 1300', ' 1500', ' 2800']",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9823,Journal of Revenue and Pricing Management,False,United Kingdom,0.454,2.4,27,Q2,"['Economics and Econometrics', 'Finance']","Economics, Econometrics and Finance",471,79,151,3109,234,132,1.6,39.35,Palgrave Macmillan Ltd,Emerging Sources Citation Index,2004,True,True,ENG,"['1408', ' 2002', ' 2003', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9824,Thin Solid Films,False,Netherlands,0.454,4.4,206,Q2,"['Electronic, Optical and Magnetic Materials', 'Materials Chemistry', 'Metals and Alloys', 'Surfaces, Coatings and Films']",Materials Science,541,402,1579,16323,3515,1570,2.18,40.6,Elsevier Science Sa,Science Citation Index Expanded,1967,True,True,ENG,"['2505', ' 2506', ' 2508', ' 3110', ' 2504']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
